>
-2.081643	49.253909
-2.079296	49.250975
-2.077536	49.247748
-2.074602	49.245108
-2.071375	49.242761
-2.065215	49.241881
-2.059348	49.242761
-2.053481	49.243348
-2.047614	49.243642
-2.041453	49.243935
-2.035586	49.242761
-2.032359	49.240415
-2.028252	49.238361
-2.024145	49.236308
-2.019452	49.235134
-2.016225	49.232494
-2.015931	49.228387
-2.017398	49.224867
-2.018572	49.220467
-2.016811	49.217533
-2.015051	49.214306
-2.012118	49.211373
-2.011238	49.207559
-2.013291	49.204332
-2.017692	49.202865
-2.021212	49.200225
-2.022972	49.196998
-2.024439	49.193185
-2.024732	49.188198
-2.023265	49.184677
-2.022972	49.18057
-2.021212	49.177343
-2.020332	49.17353
-2.021798	49.17001
-2.027079	49.168836
-2.032359	49.168836
-2.037346	49.170596
-2.041453	49.172356
-2.047614	49.172943
-2.052601	49.172063
-2.057001	49.170303
-2.061401	49.168543
-2.066975	49.167663
-2.072549	49.168836
-2.075482	49.171476
-2.078416	49.174117
-2.080763	49.17705
-2.084283	49.179397
-2.08927	49.181157
-2.095724	49.181157
-2.103058	49.18145
-2.106871	49.183211
-2.110391	49.185851
-2.111858	49.189078
-2.114792	49.192011
-2.118899	49.193771
-2.122712	49.195825
-2.127699	49.197585
-2.13298	49.198465
-2.139434	49.199052
-2.146181	49.199345
-2.152341	49.198465
-2.156448	49.196705
-2.159968	49.194358
-2.162315	49.191424
-2.163195	49.187317
-2.163782	49.182624
-2.164075	49.17793
-2.163195	49.17441
-2.164075	49.171183
-2.168476	49.17265
-2.172876	49.174703
-2.17845	49.173823
-2.18109	49.175877
-2.181383	49.179984
-2.18197	49.184091
-2.18373	49.187611
-2.189304	49.188491
-2.194291	49.187317
-2.198104	49.184971
-2.201625	49.182917
-2.205145	49.180864
-2.210132	49.17969
-2.212772	49.17969
-2.216586	49.17969
-2.221866	49.180864
-2.22744	49.182037
-2.23272	49.182917
-2.2336	49.185264
-2.23008	49.187611
-2.226266	49.189664
-2.22392	49.192891
-2.22216	49.196411
-2.220693	49.199932
-2.220399	49.204625
-2.219813	49.209026
-2.220693	49.212839
-2.22216	49.216653
-2.22392	49.21988
-2.22656	49.222813
-2.228907	49.225454
-2.231547	49.228387
-2.2336	49.231614
-2.236827	49.233961
-2.239467	49.236894
-2.241814	49.239828
-2.244748	49.242468
-2.246508	49.245695
-2.247388	49.249509
-2.247095	49.253029
-2.244161	49.255962
-2.240641	49.258016
-2.235654	49.259189
-2.2292	49.259483
-2.22216	49.259189
-2.215412	49.258896
-2.210425	49.257429
-2.205438	49.255962
-2.201625	49.253909
-2.197518	49.251855
-2.191357	49.251269
-2.186957	49.250975
-2.180797	49.251269
-2.174929	49.252149
-2.170822	49.253909
-2.167302	49.255962
-2.163195	49.258016
-2.159088	49.259776
-2.154101	49.261243
-2.148234	49.260069
-2.143834	49.258309
-2.137967	49.257136
-2.131513	49.256842
-2.125939	49.255962
-2.120952	49.254496
-2.115672	49.253322
-2.108338	49.253029
-2.102764	49.253909
-2.098364	49.255669
-2.093964	49.257136
-2.08839	49.257723
-2.084283	49.255962
-2.081643	49.253909
>
-2.341848	49.439309
-2.339501	49.436375
-2.337448	49.433148
-2.339795	49.429922
-2.344195	49.428455
-2.348595	49.426695
-2.352996	49.424935
-2.356809	49.422881
-2.358863	49.419654
-2.360623	49.416134
-2.363556	49.4132
-2.368543	49.41232
-2.37265	49.41408
-2.372357	49.417894
-2.369423	49.420534
-2.365903	49.422588
-2.36561	49.426401
-2.367957	49.429041
-2.36913	49.432855
-2.367077	49.435789
-2.364436	49.439309
-2.362676	49.442829
-2.361209	49.446349
